Es,CA,Ds,Ms,E1,C1,D1,M1,V1,E2,C2,SBET,PS,PV,Oα,Oβ,m,T(℃),t(min),CHg,GHSV,HCl,SO2,O2,H2O,NO,NH3,RHg
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,100,250,200000,0,0.001,0,0,0,0,94.07 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,10,250,200000,0,0.001,0,0,0,0,38.90 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,20,250,200000,0,0.001,0,0,0,0,44.97 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,30,250,200000,0,0.001,0,0,0,0,42.07 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,40,250,200000,0,0.001,0,0,0,0,42.07 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,50,250,200000,0,0.001,0,0,0,0,39.86 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,60,250,200000,0,0.001,0,0,0,0,39.17 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,70,250,200000,0,0.001,0,0,0,0,38.34 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,80,250,200000,0,0.001,0,0,0,0,37.93 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,90,250,200000,0,0.001,0,0,0,0,37.66 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,100,250,200000,0,0.001,0,0,0,0,34.62 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,10,250,200000,0,0.002,0,0,0,0,63.74 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,20,250,200000,0,0.002,0,0,0,0,49.06 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,30,250,200000,0,0.002,0,0,0,0,41.73 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,40,250,200000,0,0.002,0,0,0,0,37.27 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,50,250,200000,0,0.002,0,0,0,0,34.68 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,60,250,200000,0,0.002,0,0,0,0,28.49 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,70,250,200000,0,0.002,0,0,0,0,24.46 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,80,250,200000,0,0.002,0,0,0,0,20.58 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,90,250,200000,0,0.002,0,0,0,0,17.70 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,100,250,200000,0,0.002,0,0,0,0,13.96 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,10,250,200000,0,0.002,0,0,0,0,81.29 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,20,250,200000,0,0.002,0,0,0,0,83.88 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,30,250,200000,0,0.002,0,0,0,0,84.17 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,40,250,200000,0,0.002,0,0,0,0,83.02 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,50,250,200000,0,0.002,0,0,0,0,80.86 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,60,250,200000,0,0.002,0,0,0,0,76.40 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,70,250,200000,0,0.002,0,0,0,0,74.68 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,80,250,200000,0,0.002,0,0,0,0,72.52 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,90,250,200000,0,0.002,0,0,0,0,69.78 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,100,250,200000,0,0.002,0,0,0,0,67.19 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,10,250,200000,0,0.001,0,0.01,0,0,75.62 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,20,250,200000,0,0.001,0,0.01,0,0,81.52 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,30,250,200000,0,0.001,0,0.01,0,0,83.67 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,40,250,200000,0,0.001,0,0.01,0,0,84.81 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,50,250,200000,0,0.001,0,0.01,0,0,84.80 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,60,250,200000,0,0.001,0,0.01,0,0,84.50 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,70,250,200000,0,0.001,0,0.01,0,0,83.19 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,80,250,200000,0,0.001,0,0.01,0,0,82.60 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,90,250,200000,0,0.001,0,0.01,0,0,82.30 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,100,250,200000,0,0.001,0,0.01,0,0,82.00 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,110,250,200000,0,0.001,0,0.01,0,0,81.12 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,120,250,200000,0,0.001,0,0.01,0,0,80.82 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,10,250,200000,0,0.001,0,0.01,0,0,93.64 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,20,250,200000,0,0.001,0,0.01,0,0,93.77 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,30,250,200000,0,0.001,0,0.01,0,0,96.64 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,40,250,200000,0,0.001,0,0.01,0,0,97.49 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,50,250,200000,0,0.001,0,0.01,0,0,97.91 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,60,250,200000,0,0.001,0,0.01,0,0,97.90 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,70,250,200000,0,0.001,0,0.01,0,0,98.03 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,80,250,200000,0,0.001,0,0.01,0,0,98.02 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,90,250,200000,0,0.001,0,0.01,0,0,98.15 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,100,250,200000,0,0.001,0,0.01,0,0,97.99 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,110,250,200000,0,0.001,0,0.01,0,0,97.98 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,120,250,200000,0,0.001,0,0.01,0,0,97.97 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,10,250,200000,0,0.001,0,0.03,0,0,71.88 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,20,250,200000,0,0.001,0,0.03,0,0,72.44 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,30,250,200000,0,0.001,0,0.03,0,0,73.44 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,40,250,200000,0,0.001,0,0.03,0,0,72.85 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,50,250,200000,0,0.001,0,0.03,0,0,72.84 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,60,250,200000,0,0.001,0,0.03,0,0,71.09 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,70,250,200000,0,0.001,0,0.03,0,0,71.95 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,80,250,200000,0,0.001,0,0.03,0,0,70.20 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,90,250,200000,0,0.001,0,0.03,0,0,68.46 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,100,250,200000,0,0.001,0,0.03,0,0,66.58 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,110,250,200000,0,0.001,0,0.03,0,0,64.12 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,120,250,200000,0,0.001,0,0.03,0,0,63.53 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,10,250,200000,0,0.001,0,0.03,0,0,82.69 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,20,250,200000,0,0.001,0,0.03,0,0,83.54 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,30,250,200000,0,0.001,0,0.03,0,0,83.53 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,40,250,200000,0,0.001,0,0.03,0,0,86.40 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,50,250,200000,0,0.001,0,0.03,0,0,85.38 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,60,250,200000,0,0.001,0,0.03,0,0,84.21 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,70,250,200000,0,0.001,0,0.03,0,0,82.47 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,80,250,200000,0,0.001,0,0.03,0,0,81.02 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,90,250,200000,0,0.001,0,0.03,0,0,79.13 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,100,250,200000,0,0.001,0,0.03,0,0,77.39 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,110,250,200000,0,0.001,0,0.03,0,0,75.94 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,120,250,200000,0,0.001,0,0.03,0,0,74.92 
1.55,76.02 ,127,54.938,1.66,23.98,128 ,51.996 ,3.89 ,0,0.00 ,46.61 ,146.026 ,0.316 ,62.16,37.84,0.3,120,10,55,150000,0,0,0.06,0,0,0,93.04 
1.55,76.02 ,127,54.938,1.66,23.98,128 ,51.996 ,3.89 ,0,0.00 ,46.61 ,146.026 ,0.316 ,62.16,37.84,0.3,120,20,55,150000,0,0,0.06,0,0,0,94.13 
1.55,76.02 ,127,54.938,1.66,23.98,128 ,51.996 ,3.89 ,0,0.00 ,46.61 ,146.026 ,0.316 ,62.16,37.84,0.3,120,30,55,150000,0,0,0.06,0,0,0,94.46 
1.55,76.02 ,127,54.938,1.66,23.98,128 ,51.996 ,3.89 ,0,0.00 ,46.61 ,146.026 ,0.316 ,62.16,37.84,0.3,120,40,55,150000,0,0,0.06,0,0,0,94.13 
1.55,76.02 ,127,54.938,1.66,23.98,128 ,51.996 ,3.89 ,0,0.00 ,46.61 ,146.026 ,0.316 ,62.16,37.84,0.3,120,50,55,150000,0,0,0.06,0,0,0,94.35 
1.55,76.02 ,127,54.938,1.66,23.98,128 ,51.996 ,3.89 ,0,0.00 ,46.61 ,146.026 ,0.316 ,62.16,37.84,0.3,120,60,55,150000,0,0,0.06,0,0,0,95.87 
1.55,76.02 ,127,54.938,1.66,23.98,128 ,51.996 ,3.89 ,0,0.00 ,46.61 ,146.026 ,0.316 ,62.16,37.84,0.3,120,70,55,150000,0,0.0005,0.06,0,0,0,95.11 
1.55,76.02 ,127,54.938,1.66,23.98,128 ,51.996 ,3.89 ,0,0.00 ,46.61 ,146.026 ,0.316 ,62.16,37.84,0.3,120,80,55,150000,0,0.0005,0.06,0,0,0,95.33 
1.55,76.02 ,127,54.938,1.66,23.98,128 ,51.996 ,3.89 ,0,0.00 ,46.61 ,146.026 ,0.316 ,62.16,37.84,0.3,120,90,55,150000,0,0.0005,0.06,0,0,0,95.11 
1.55,76.02 ,127,54.938,1.66,23.98,128 ,51.996 ,3.89 ,0,0.00 ,46.61 ,146.026 ,0.316 ,62.16,37.84,0.3,120,100,55,150000,0,0.0005,0.06,0,0,0,94.78 
1.55,76.02 ,127,54.938,1.66,23.98,128 ,51.996 ,3.89 ,0,0.00 ,46.61 ,146.026 ,0.316 ,62.16,37.84,0.3,120,110,55,150000,0,0.0005,0.06,0,0,0,94.57 
1.55,76.02 ,127,54.938,1.66,23.98,128 ,51.996 ,3.89 ,0,0.00 ,46.61 ,146.026 ,0.316 ,62.16,37.84,0.3,120,120,55,150000,0,0.0005,0.06,0,0,0,95.22 
1.55,76.02 ,127,54.938,1.66,23.98,128 ,51.996 ,3.89 ,0,0.00 ,46.61 ,146.026 ,0.316 ,62.16,37.84,0.3,120,130,55,150000,0,0,0.06,0,0,0,94.78 
1.55,76.02 ,127,54.938,1.66,23.98,128 ,51.996 ,3.89 ,0,0.00 ,46.61 ,146.026 ,0.316 ,62.16,37.84,0.3,120,140,55,150000,0,0,0.06,0,0,0,94.46 
1.55,76.02 ,127,54.938,1.66,23.98,128 ,51.996 ,3.89 ,0,0.00 ,46.61 ,146.026 ,0.316 ,62.16,37.84,0.3,120,150,55,150000,0,0,0.06,0,0,0,94.57 
1.55,76.02 ,127,54.938,1.66,23.98,128 ,51.996 ,3.89 ,0,0.00 ,46.61 ,146.026 ,0.316 ,62.16,37.84,0.3,120,160,55,150000,0,0,0.06,0,0,0,93.48 
1.55,76.02 ,127,54.938,1.66,23.98,128 ,51.996 ,3.89 ,0,0.00 ,46.61 ,146.026 ,0.316 ,62.16,37.84,0.3,120,170,55,150000,0,0,0.06,0,0,0,92.93 
1.55,76.02 ,127,54.938,1.66,23.98,128 ,51.996 ,3.89 ,0,0.00 ,46.61 ,146.026 ,0.316 ,62.16,37.84,0.3,120,180,55,150000,0,0,0.06,0,0,0,92.28 
1.55,100.00 ,127,54.938,0,0,0 ,0.000 ,0.00 ,0,0.00 ,21.48 ,132.000 ,0.164 ,78.5,21.5,0.3,120,10,55,150000,0,0,0.06,0,0,0,83.15 
1.55,100.00 ,127,54.938,0,0,0 ,0.000 ,0.00 ,0,0.00 ,21.48 ,132.000 ,0.164 ,78.5,21.5,0.3,120,20,55,150000,0,0,0.06,0,0,0,85.00 
1.55,100.00 ,127,54.938,0,0,0 ,0.000 ,0.00 ,0,0.00 ,21.48 ,132.000 ,0.164 ,78.5,21.5,0.3,120,30,55,150000,0,0,0.06,0,0,0,84.67 
1.55,100.00 ,127,54.938,0,0,0 ,0.000 ,0.00 ,0,0.00 ,21.48 ,132.000 ,0.164 ,78.5,21.5,0.3,120,40,55,150000,0,0,0.06,0,0,0,83.70 
1.55,100.00 ,127,54.938,0,0,0 ,0.000 ,0.00 ,0,0.00 ,21.48 ,132.000 ,0.164 ,78.5,21.5,0.3,120,50,55,150000,0,0,0.06,0,0,0,82.72 
1.55,100.00 ,127,54.938,0,0,0 ,0.000 ,0.00 ,0,0.00 ,21.48 ,132.000 ,0.164 ,78.5,21.5,0.3,120,60,55,150000,0,0,0.06,0,0,0,82.50 
1.55,100.00 ,127,54.938,0,0,0 ,0.000 ,0.00 ,0,0.00 ,21.48 ,132.000 ,0.164 ,78.5,21.5,0.3,120,70,55,150000,0,0.0005,0.06,0,0,0,90.54 
1.55,100.00 ,127,54.938,0,0,0 ,0.000 ,0.00 ,0,0.00 ,21.48 ,132.000 ,0.164 ,78.5,21.5,0.3,120,80,55,150000,0,0.0005,0.06,0,0,0,86.52 
1.55,100.00 ,127,54.938,0,0,0 ,0.000 ,0.00 ,0,0.00 ,21.48 ,132.000 ,0.164 ,78.5,21.5,0.3,120,90,55,150000,0,0.0005,0.06,0,0,0,79.57 
1.55,100.00 ,127,54.938,0,0,0 ,0.000 ,0.00 ,0,0.00 ,21.48 ,132.000 ,0.164 ,78.5,21.5,0.3,120,100,55,150000,0,0.0005,0.06,0,0,0,72.93 
1.55,100.00 ,127,54.938,0,0,0 ,0.000 ,0.00 ,0,0.00 ,21.48 ,132.000 ,0.164 ,78.5,21.5,0.3,120,110,55,150000,0,0.0005,0.06,0,0,0,69.02 
1.55,100.00 ,127,54.938,0,0,0 ,0.000 ,0.00 ,0,0.00 ,21.48 ,132.000 ,0.164 ,78.5,21.5,0.3,120,120,55,150000,0,0.0005,0.06,0,0,0,67.17 
1.55,100.00 ,127,54.938,0,0,0 ,0.000 ,0.00 ,0,0.00 ,21.48 ,132.000 ,0.164 ,78.5,21.5,0.3,120,130,55,150000,0,0,0.06,0,0,0,69.67 
1.55,100.00 ,127,54.938,0,0,0 ,0.000 ,0.00 ,0,0.00 ,21.48 ,132.000 ,0.164 ,78.5,21.5,0.3,120,140,55,150000,0,0,0.06,0,0,0,71.85 
1.55,100.00 ,127,54.938,0,0,0 ,0.000 ,0.00 ,0,0.00 ,21.48 ,132.000 ,0.164 ,78.5,21.5,0.3,120,150,55,150000,0,0,0.06,0,0,0,74.67 
1.55,100.00 ,127,54.938,0,0,0 ,0.000 ,0.00 ,0,0.00 ,21.48 ,132.000 ,0.164 ,78.5,21.5,0.3,120,160,55,150000,0,0,0.06,0,0,0,76.20 
1.55,100.00 ,127,54.938,0,0,0 ,0.000 ,0.00 ,0,0.00 ,21.48 ,132.000 ,0.164 ,78.5,21.5,0.3,120,170,55,150000,0,0,0.06,0,0,0,77.17 
1.55,100.00 ,127,54.938,0,0,0 ,0.000 ,0.00 ,0,0.00 ,21.48 ,132.000 ,0.164 ,78.5,21.5,0.3,120,180,55,150000,0,0,0.06,0,0,0,78.80 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,10,55,150000,0,0,0.06,0,0,0,76.37 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,20,55,150000,0,0,0.06,0,0,0,88.46 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,30,55,150000,0,0,0.06,0,0,0,88.79 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,40,55,150000,0,0,0.06,0,0,0,88.68 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,50,55,150000,0,0,0.06,0,0,0,88.68 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,60,55,150000,0,0,0.06,0,0,0,88.46 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,70,55,150000,0,0,0.06,0,0,0,87.69 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,80,55,150000,0,0,0.06,0,0,0,88.68 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,90,55,150000,0,0,0.06,0,0,0,88.79 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,100,55,150000,0,0,0.06,0,0,0,87.58 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,110,55,150000,0,0,0.06,0,0,0,87.03 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,120,55,150000,0,0,0.06,0,0,0,87.03 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,130,55,150000,0,0,0.06,0,0,0,86.92 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,140,55,150000,0,0,0.06,0,0,0,86.04 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,150,55,150000,0,0,0.06,0,0,0,84.51 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,160,55,150000,0,0,0.06,0,0,0,83.96 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,170,55,150000,0,0,0.06,0,0,0,83.52 
