Es,CA,Ds,Ms,E1,C1,D1,M1,V1,E2,C2,SBET,PS,PV,Oα,Oβ,m,T(℃),t(min),CHg,GHSV,HCl,SO2,O2,H2O,NO,NH3,RHg
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,100,55,150000,0,0.0005,0.06,0,0,0,95.71 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,110,55,150000,0,0.0005,0.06,0,0,0,94.79 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,120,55,150000,0,0.0005,0.06,0,0,0,93.63 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,130,55,150000,0,0.0005,0.06,0,0,0,92.93 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,140,55,150000,0,0.0005,0.06,0,0,0,92.70 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,150,55,150000,0,0.0005,0.06,0,0,0,92.47 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,160,55,150000,0,0.0005,0.06,0,0,0,92.35 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,170,55,150000,0,0.0005,0.06,0,0,0,92.47 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,180,55,150000,0,0.0005,0.06,0,0,0,92.47 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,190,55,150000,0,0.0005,0.06,0,0,0,92.47 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,200,55,150000,0,0.0005,0.06,0,0,0,92.35 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,210,55,150000,0,0.0005,0.06,0,0,0,92.12 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,220,55,150000,0,0.0005,0.06,0,0,0,91.54 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,230,55,150000,0,0.0005,0.06,0,0,0,91.31 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,240,55,150000,0,0.0005,0.06,0,0,0,91.77 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,250,55,150000,0,0.0005,0.06,0,0,0,90.96 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,260,55,150000,0,0.0005,0.06,0,0,0,90.96 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,270,55,150000,0,0.0005,0.06,0,0,0,91.89 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,280,55,150000,0,0.0005,0.06,0,0,0,90.85 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,290,55,150000,0,0.0005,0.06,0,0,0,90.73 
1.54,20.8,147,47.867,1.55,10.22,127 ,54.938 ,3.05 ,1.66,10.58 ,52.66 ,14.270 ,0.188 ,73.39,26.61,0.5,120,300,55,150000,0,0.0005,0.06,0,0,0,90.85 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,10,55,150000,0,0.0005,0.06,0,0,0,95.48 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,20,55,150000,0,0.0005,0.06,0,0,0,97.21 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,30,55,150000,0,0.0005,0.06,0,0,0,97.56 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,40,55,150000,0,0.0005,0.06,0,0,0,97.32 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,50,55,150000,0,0.0005,0.06,0,0,0,96.74 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,60,55,150000,0,0.0005,0.06,0,0,0,96.50 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,70,55,150000,0,0.0005,0.06,0,0,0,96.15 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,80,55,150000,0,0.0005,0.06,0,0,0,95.22 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,90,55,150000,0,0.0005,0.06,0,0,0,94.41 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,100,55,150000,0,0.0005,0.06,0,0,0,93.71 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,110,55,150000,0,0.0005,0.06,0,0,0,93.24 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,120,55,150000,0,0.0005,0.06,0,0,0,92.55 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,130,55,150000,0,0.0005,0.06,0,0,0,91.39 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,140,55,150000,0,0.0005,0.06,0,0,0,90.34 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,150,55,150000,0,0.0005,0.06,0,0,0,89.06 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,160,55,150000,0,0.0005,0.06,0,0,0,88.25 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,170,55,150000,0,0.0005,0.06,0,0,0,87.20 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,180,55,150000,0,0.0005,0.06,0,0,0,85.69 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,190,55,150000,0,0.0005,0.06,0,0,0,84.42 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,200,55,150000,0,0.0005,0.06,0,0,0,83.02 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,210,55,150000,0,0.0005,0.06,0,0,0,81.75 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,220,55,150000,0,0.0005,0.06,0,0,0,80.35 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,230,55,150000,0,0.0005,0.06,0,0,0,78.96 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,240,55,150000,0,0.0005,0.06,0,0,0,77.34 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,250,55,150000,0,0.0005,0.06,0,0,0,76.18 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,260,55,150000,0,0.0005,0.06,0,0,0,75.02 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,270,55,150000,0,0.0005,0.06,0,0,0,73.62 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,280,55,150000,0,0.0005,0.06,0,0,0,72.23 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,290,55,150000,0,0.0005,0.06,0,0,0,70.72 
1.54,46.29,147,47.867,1.55,12.29,127 ,54.938 ,3.50 ,1.96,34.00 ,80.08 ,15.320 ,0.261 ,90.76,9.24,0.5,120,300,55,150000,0,0.0005,0.06,0,0,0,69.10 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,10,55,150000,0,0.0005,0.06,0,0,0,94.91 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,20,55,150000,0,0.0005,0.06,0,0,0,97.69 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,30,55,150000,0,0.0005,0.06,0,0,0,97.92 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,40,55,150000,0,0.0005,0.06,0,0,0,97.34 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,50,55,150000,0,0.0005,0.06,0,0,0,97.11 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,60,55,150000,0,0.0005,0.06,0,0,0,97.11 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,70,55,150000,0,0.0005,0.06,0,0,0,96.99 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,80,55,150000,0,0.0005,0.06,0,0,0,97.34 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,90,55,150000,0,0.0005,0.06,0,0,0,97.45 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,100,55,150000,0,0.0005,0.06,0,0,0,97.69 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,110,55,150000,0,0.0005,0.06,0,0,0,96.41 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,120,55,150000,0,0.0005,0.06,0,0,0,97.22 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,130,55,150000,0,0.0005,0.06,0,0,0,97.92 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,140,55,150000,0,0.0005,0.06,0,0,0,97.57 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,150,55,150000,0,0.0005,0.06,0,0,0,97.69 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,160,55,150000,0,0.0005,0.06,0,0,0,97.57 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,170,55,150000,0,0.0005,0.06,0,0,0,98.03 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,180,55,150000,0,0.0005,0.06,0,0,0,97.92 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,190,55,150000,0,0.0005,0.06,0,0,0,97.92 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,200,55,150000,0,0.0005,0.06,0,0,0,97.69 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,210,55,150000,0,0.0005,0.06,0,0,0,98.38 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,220,55,150000,0,0.0005,0.06,0,0,0,97.69 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,230,55,150000,0,0.0005,0.06,0,0,0,97.57 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,240,55,150000,0,0.0005,0.06,0,0,0,96.88 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,250,55,150000,0,0.0005,0.06,0,0,0,97.45 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,260,55,150000,0,0.0005,0.06,0,0,0,97.45 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,270,55,150000,0,0.0005,0.06,0,0,0,97.57 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,280,55,150000,0,0.0005,0.06,0,0,0,97.11 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,290,55,150000,0,0.0005,0.06,0,0,0,96.99 
1.54,56.27,147,47.867,1.55,3.67,127 ,54.938 ,3.33 ,1.66,3.11 ,93.44 ,17.800 ,0.279 ,69.22,30.78,0.5,120,300,55,150000,0,0.0005,0.06,0,0,0,96.99 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,15,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,82.14 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,30,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.56 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,45,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.78 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,60,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.67 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,75,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.35 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,90,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.67 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,105,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.45 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,120,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.78 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,135,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.45 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,150,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.45 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,165,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,86.10 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,180,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.78 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,195,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.35 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,210,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.78 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,225,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.45 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,240,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.56 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,255,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.35 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,270,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.45 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,285,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.13 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,300,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.56 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,315,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.24 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,330,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.45 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,345,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.03 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,360,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,85.03 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,375,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,84.60 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,390,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,84.28 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,405,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,84.06 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,420,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,84.49 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,435,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,84.06 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,450,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,83.53 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,465,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,83.96 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,480,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,83.21 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,495,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,83.53 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,510,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,83.53 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,525,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,83.21 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,540,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,82.99 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,555,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,83.42 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,570,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,83.64 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,585,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,82.78 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,600,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,82.46 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,615,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,82.78 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,630,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,82.89 
